02/01 18:23:04 [INFO]   [ThisWorkbook]                  [Open] - Abriendo Workbook Libro1.xlsm
02/01 19:15:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Program Files (x86)\Ofertas_Gas reconectado tras 1 intento(s)
02/01 19:15:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Program Files (x86)\Ofertas_Gas tras 1 intentos
02/01 19:15:36 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Aire (tras 1 intento(s))
02/01 19:15:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Aire reconectado tras 1 intento(s)
02/01 19:15:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Aire tras 1 intentos
02/01 19:15:36 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas (tras 1 intento(s))
02/01 19:15:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas reconectado tras 1 intento(s)
02/01 19:15:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas tras 1 intentos
02/01 19:17:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER (tras 1 intento(s))
02/01 19:17:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER reconectado tras 1 intento(s)
02/01 19:17:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER tras 1 intentos
02/01 19:23:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER (tras 1 intento(s))
02/01 19:23:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER reconectado tras 1 intento(s)
02/01 19:23:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER tras 1 intentos
02/01 19:26:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla (tras 1 intento(s))
02/01 19:26:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla reconectado tras 1 intento(s)
02/01 19:26:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla tras 1 intentos
02/01 19:26:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Program Files (x86)\Ofertas_Gas (tras 1 intento(s))
02/01 19:26:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Program Files (x86)\Ofertas_Gas reconectado tras 1 intento(s)
02/01 19:26:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Program Files (x86)\Ofertas_Gas tras 1 intentos
02/01 19:26:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Aire (tras 1 intento(s))
02/01 19:26:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Aire reconectado tras 1 intento(s)
02/01 19:26:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Aire tras 1 intentos
02/01 19:26:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas (tras 1 intento(s))
02/01 19:26:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas reconectado tras 1 intento(s)
02/01 19:26:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas tras 1 intentos
02/01 19:29:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER (tras 1 intento(s))
02/01 19:29:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER reconectado tras 1 intento(s)
02/01 19:29:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER tras 1 intentos
02/01 19:29:56 [DEBUG]  [clsExecutionContext]           [xlApp_WorkbookBeforeClose] 412510064 rev05 - Zachry Group - 45V Compliance package.xlsx
02/01 19:29:57 [DEBUG]  [clsExecutionContext]           [xlApp_WorkbookActivate] Libro1.xlsm
02/01 19:35:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER (tras 1 intento(s))
02/01 19:35:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER reconectado tras 1 intento(s)
02/01 19:35:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER tras 1 intentos
02/01 19:36:36 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla (tras 1 intento(s))
02/01 19:36:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla reconectado tras 1 intento(s)
02/01 19:36:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla tras 1 intentos
02/01 19:36:36 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Program Files (x86)\Ofertas_Gas (tras 1 intento(s))
02/01 19:36:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Program Files (x86)\Ofertas_Gas reconectado tras 1 intento(s)
02/01 19:36:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Program Files (x86)\Ofertas_Gas tras 1 intentos
02/01 19:36:36 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Aire (tras 1 intento(s))
02/01 19:36:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Aire reconectado tras 1 intento(s)
02/01 19:36:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Aire tras 1 intentos
02/01 19:36:36 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas (tras 1 intento(s))
02/01 19:36:36 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas reconectado tras 1 intento(s)
02/01 19:36:36 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas tras 1 intentos
02/01 19:41:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER (tras 1 intento(s))
02/01 19:41:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER reconectado tras 1 intento(s)
02/01 19:41:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER tras 1 intentos
02/01 19:47:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER (tras 1 intento(s))
02/01 19:47:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER reconectado tras 1 intento(s)
02/01 19:47:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER tras 1 intentos
02/01 19:47:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla (tras 1 intento(s))
02/01 19:47:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla reconectado tras 1 intento(s)
02/01 19:47:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\INTRANET\OilGas\3_OFERTAS\OFERTAS\2026\41 - SER\_plantilla tras 1 intentos
02/01 19:47:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Program Files (x86)\Ofertas_Gas (tras 1 intento(s))
02/01 19:47:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Program Files (x86)\Ofertas_Gas reconectado tras 1 intento(s)
02/01 19:47:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Program Files (x86)\Ofertas_Gas tras 1 intentos
02/01 19:47:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\Aire (tras 1 intento(s))
02/01 19:47:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\Aire reconectado tras 1 intento(s)
02/01 19:47:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\Aire tras 1 intentos
02/01 19:47:06 [DEBUG]  [clsFSWatcher]                  [callback: FolderWatcher.Monitor WatcherReconnected] - C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas (tras 1 intento(s))
02/01 19:47:06 [DEBUG]  [clsFSMonitoringCoord]          [WatcherReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas reconectado tras 1 intento(s)
02/01 19:47:06 [INFO]   [clsEventsMediatorDomain]       [mFSMonitoringCoord_MonitoringReconnected] C:\abc compressors\2-0-OPORTUNIDADES\_Mis notas tras 1 intentos
